well,fold,split,cut_idx,native_cut_idx,prefix_rows,eval_rows,prefix_frac,prefix_gr_coverage,eval_gr_coverage,fallback_tvt,method,hidden_compatible_method,router_eligible_method,status,detail,eval_rmse,baseline_rmse,delta_rmse_vs_baseline,holdout_rmse,holdout_delta_rmse_vs_baseline,holdout_status,holdout_detail,pred_std,pred_move_abs_p90,pred_jump_abs_p99,pred_range
000d7d20,0,native_prefix,1442,1442,1442,3836,0.27320954907161804,0.6934812760055479,0.5265901981230449,11747.37,gr_shift__damped_tail_linear_EGFDL,False,False,ok,eval_shift=25.000;eval_improvement=0.0424,13.789044834188154,7.454442102844319,6.334602731343835,6.526568355663052,5.815830769301969,ok,eval_shift=-25.000;eval_improvement=0.4750,2.0017526103870273,8.597390199016445,0.01313707511646498,8.993806405918804
000d7d20,0,native_prefix,1442,1442,1442,3836,0.27320954907161804,0.6934812760055479,0.5265901981230449,11747.37,gr_shift__damped_tail_linear_BUDA,False,False,ok,eval_shift=25.000;eval_improvement=0.0424,13.789044834191266,7.454442102844319,6.334602731346947,6.526568355664294,5.8158307693032105,ok,eval_shift=-25.000;eval_improvement=0.4750,2.00175261038882,8.597390199021902,0.013137075117665513,8.99380640592608
000d7d20,0,native_prefix,1442,1442,1442,3836,0.27320954907161804,0.6934812760055479,0.5265901981230449,11747.37,gr_shift__piecewise_tail_slope_md,True,False,ok,eval_shift=30.000;eval_improvement=0.0667,13.878457916344894,7.454442102844319,6.424015813500575,2.836599811602566,2.125862225241483,ok,eval_shift=-5.000;eval_improvement=0.1646,1.8035881075596731,8.305369704226905,0.014926684493584612,8.474497317369242
000d7d20,0,native_prefix,1442,1442,1442,3836,0.27320954907161804,0.6934812760055479,0.5265901981230449,11747.37,gr_shift__piecewise_tail_slope_Z,True,False,ok,eval_shift=25.000;eval_improvement=0.0706,13.85071027654823,7.454442102844319,6.396268173703912,2.12531497793365,1.4145773915725668,ok,eval_shift=-5.000;eval_improvement=0.0408,1.9171197947775847,8.263490855100827,0.013053535930848735,8.318838590670566
000d7d20,0,native_prefix,1442,1442,1442,3836,0.27320954907161804,0.6934812760055479,0.5265901981230449,11747.37,gr_shift__fault_step_recent_level,True,False,fallback,eval_shift_not_confident,7.454442102844319,7.454442102844319,0.0,6.395737607046864,5.685000020685781,ok,eval_shift=-25.000;eval_improvement=0.5730,1.8189894035458565e-12,0.0,0.0,0.0
000d7d20,0,native_prefix,1442,1442,1442,3836,0.27320954907161804,0.6934812760055479,0.5265901981230449,11747.37,gr_shift__recent_plateau_quantile,True,False,fallback,eval_shift_not_confident,6.93909800710692,7.454442102844319,-0.5153440957373991,1.2391933356570326,0.5284557492959494,ok,eval_shift=-5.000;eval_improvement=0.5740,1.8189894035458565e-12,0.7300000000013824,0.0,0.0
000d7d20,0,native_prefix,1442,1442,1442,3836,0.27320954907161804,0.6934812760055479,0.5265901981230449,11747.37,gr_shift__self_corr_prefix_shape,True,False,fallback,eval_shift_not_confident,7.454442102844319,7.454442102844319,0.0,1.5677033655264825,0.8569657791653993,ok,eval_shift=-5.000;eval_improvement=0.1170,1.8189894035458565e-12,0.0,0.0,0.0
000d7d20,0,native_prefix,1442,1442,1442,3836,0.27320954907161804,0.6934812760055479,0.5265901981230449,11747.37,gr_shift__typewell_particle_filter,True,False,fallback,eval_shift_not_confident,7.85846036245685,7.454442102844319,0.40401825961253124,1.0473739142454592,0.33663632788437603,fallback,eval_shift_not_confident,2.1951933911581505,3.518304414204067,0.8406351221023549,15.427817836893155
000d7d20,0,native_prefix,1442,1442,1442,3836,0.27320954907161804,0.6934812760055479,0.5265901981230449,11747.37,ncc_shift__last_value,True,False,fallback,ncc_not_confident;corr=0.0000;gain=0.0000,7.454442102844319,7.454442102844319,0.0,0.7107375863610832,0.0,fallback,ncc_not_confident;corr=0.0000;gain=0.0000,1.8189894035458565e-12,0.0,0.0,0.0
000d7d20,0,native_prefix,1442,1442,1442,3836,0.27320954907161804,0.6934812760055479,0.5265901981230449,11747.37,ncc_shift__recent_plateau_quantile,True,False,fallback,ncc_not_confident;corr=0.0000;gain=0.0000,6.93909800710692,7.454442102844319,-0.5153440957373991,2.028820983560126,1.3180833971990427,fallback,ncc_not_confident;corr=0.0000;gain=0.0000,1.8189894035458565e-12,0.7300000000013824,0.0,0.0
000d7d20,0,frac_0.50,2639,1442,2639,2639,0.5,0.6047745358090185,0.5395983327017809,11741.96,last_value,True,True,ok,,4.533036013345726,4.533036013345726,0.0,3.9945304935164643,0.0,ok,,3.637978807091713e-12,0.0,0.0,0.0
000d7d20,0,frac_0.50,2639,1442,2639,2639,0.5,0.6047745358090185,0.5395983327017809,11741.96,damped_tail_linear_md,True,False,ok,damp=0.250;max_move=12.000,4.499158362757952,4.533036013345726,-0.033877650587774255,3.805552707004534,-0.1889777865119302,ok,damp=0.250;max_move=12.000,3.5985516533175153,11.627012435985309,0.004789234164491063,11.743587316177582
000d7d20,0,frac_0.50,2639,1442,2639,2639,0.5,0.6047745358090185,0.5395983327017809,11741.96,damped_tail_linear_Z,True,True,ok,damp=0.200;max_move=12.000,2.629319455172865,4.533036013345726,-1.9037165581728615,3.684556247491215,-0.3099742460252495,ok,damp=0.200;max_move=12.000,2.3248314006547526,7.060925856119866,0.0053452442480192985,7.442718089232585
000d7d20,0,frac_0.50,2639,1442,2639,2639,0.5,0.6047745358090185,0.5395983327017809,11741.96,damped_tail_linear_ANCC,False,False,ok,damp=0.200;max_move=12.000,5.5882595340030825,4.533036013345726,1.0552235206573561,3.845073737478625,-0.14945675603783926,ok,damp=0.200;max_move=12.000,3.7574454451489965,12.0,0.010736551770605729,11.808721984996737
